date,player,acca_team,method,team,second_team,odds_scored,market_odds,doubled,win
2025-11-15,Matt,JHP,Win,NFL,,3,3,0,0
2025-11-15,Sandy,JHP,Win,Football,,2.2,2.2,0,0
2025-11-15,Will,JHP,Win,Football,,1.72,1.72,0,0
2025-11-15,Ausy,VDL,Win,Boxing,,1.66,1.66,0,1
2025-11-15,Fraser,VDL,Win,Football,,2.2,2.2,0,1
2025-11-15,Henry,VDL,Win,Horse Racing,,2.37,2.37,0,1
2025-11-15,Luke,VDL,Win,Football,,1.66,1.66,0,1
2025-11-15,Matteo,VDL,Win,NFL,,1.83,1.83,0,0
2025-11-15,Tom,VDL,Win,UFC,,1.74,1.74,0,1
2025-11-22,Dom,JHP,BTTS,Wolves,,1.8,1.8,0,0
2025-11-22,George,JHP,Win,Eibar,,1.71,1.71,0,0
2025-11-22,Harry,JHP,Win,Darmstadt,,1.55,1.55,0,1
2025-11-22,Matt,JHP,BTTS,QPR,,1.8,1.8,0,1
2025-11-22,Sandy,JHP,BTTS,Lens,,1.53,1.53,0,0
2025-11-22,Will,JHP,BTTS,Brighton,,1.61,1.61,0,1
2025-11-22,Ausy,VDL,Win,Birmingham,,1.66,1.66,0,1
2025-11-22,Fraser,VDL,BTTS,Derby,,1.9,1.9,0,1
2025-11-22,Henry,VDL,Win,Juventus,,2,2,0,0
2025-11-22,Luke,VDL,BTTS,Newcastle,,1.61,1.61,0,1
2025-11-22,Matteo,VDL,BTTS,Molde,,1.53,1.53,0,0
2025-11-22,Tom,VDL,BTTS,Mansfield,,1.7,1.7,0,1
2025-11-29,Dom,JHP,Win,QPR,,2.8,2.8,0,0
2025-11-29,George,JHP,Win,Nurnberg,,2.87,2.87,0,0
2025-11-29,Harry,JHP,Win,Gaziantep,,2.05,2.05,0,0
2025-11-29,Matt,JHP,BTTS,Fortuna Sittard,,1.57,1.57,0,1
2025-11-29,Sandy,JHP,Win,Southampton,,2.2,2.2,0,0
2025-11-29,Will,JHP,Win,Deportivo la Coruna,,2.7,2.7,0,1
2025-11-29,Ausy,VDL,Win,Lincoln,,2,2,0,1
2025-11-29,Fraser,VDL,Win,Union Berlin,,1.66,1.66,0,0
2025-11-29,Henry,VDL,Win,Marseille,,1.6,1.6,0,0
2025-11-29,Luke,VDL,BTTS,Bayer Leverkusen,,1.5,1.5,0,1
2025-11-29,Matteo,VDL,Win,Gil Vicente,,1.56,1.56,0,0
2025-11-29,Tom,VDL,BTTS,Huddersfield,,1.9,1.9,0,1
2025-12-06,Dom,JHP,Win,PSV,,1.57,1.57,0,1
2025-12-06,George,JHP,Win,Bayer Leverkusen,,1.9,1.9,0,0
2025-12-06,Harry,JHP,Win,Stuttgart,,5.75,5.75,0,0
2025-12-06,Matt,JHP,Win,Rennes,,9,9,0,0
2025-12-06,Sandy,JHP,Win,Lens,,1.7,1.7,0,1
2025-12-06,Will,JHP,Win,Sunderland,,10,10,0,0
2025-12-06,Ausy,VDL,Win,Motherwell,,1.7,1.7,0,1
2025-12-06,Fraser,VDL,BTTS,Preston,,1.83,1.83,0,1
2025-12-06,Henry,VDL,Win,Slovan Brastislava,,1.53,1.53,0,0
2025-12-06,Luke,VDL,BTTS,Leeds,,1.61,1.61,0,1
2025-12-06,Matteo,VDL,Win,Atalanta,,1.66,1.66,0,0
2025-12-06,Tom,VDL,BTTS,Bournemouth,,1.53,1.53,0,0
2025-12-13,Dom,JHP,BTTS,Liverpool,,1.53,1.53,0,0
2025-12-13,George,JHP,Win,Cesena,,1.71,1.71,0,1
2025-12-13,Harry,JHP,Win,Racing Santander,,1.76,1.76,0,0
2025-12-13,Matt,JHP,Win,Walsall,,1.7,1.7,0,0
2025-12-13,Sandy,JHP,Win,NEC,,1.9,1.9,0,0
2025-12-13,Will,JHP,Win,Luton,,1.75,1.75,0,0
2025-12-13,Ausy,VDL,Win,Lincoln,,4.5,2.25,1,1
2025-12-13,Fraser,VDL,BTTS,Millwall,,3.44,1.72,1,1
2025-12-13,Henry,VDL,Win,Hearts,,3.6,1.8,1,1
2025-12-13,Luke,VDL,Win,Coventry,,3.4,1.7,1,1
2025-12-13,Matteo,VDL,Win,Cardiff,,3.5,1.75,1,1
2025-12-13,Tom,VDL,Win,Gillingham,,3.7,1.85,1,1
2025-12-20,Dom,JHP,BTTS,Sheffield United,,1.66,1.66,0,0
2025-12-20,George,JHP,Win,MK Dons,,1.61,1.61,0,1
2025-12-20,Harry,JHP,Win,Frosinone,,1.86,1.86,0,1
2025-12-20,Matt,JHP,BTTS,Leeds,,1.8,1.8,0,1
2025-12-20,Sandy,JHP,BTTS,Brighton,,1.8,1.8,0,0
2025-12-20,Will,JHP,Win,Colchester United,,1.5,1.5,0,1
2025-12-20,Ausy,VDL,Win,Monza,,1.56,1.56,0,1
2025-12-20,Fraser,VDL,BTTS,QPR,,1.66,1.66,0,1
2025-12-20,Henry,VDL,Win,Liverpool,,2,2,0,1
2025-12-20,Luke,VDL,Win,Swindon,,1.72,1.72,0,1
2025-12-20,Matteo,VDL,BTTS,Hull,,1.66,1.66,0,0
2025-12-20,Tom,VDL,BTTS,Rotherham,,1.7,1.7,0,1
2026-01-03,Dom,JHP,Win,Cardiff,,1.65,1.65,0,1
2026-01-03,George,JHP,N/A,N/A,,1.72,1.72,0,0
2026-01-03,Harry,JHP,N/A,N/A,,1.72,1.72,0,0
2026-01-03,Matt,JHP,Win,Man City,,1.62,1.62,0,0
2026-01-03,Sandy,JHP,Win,Huddersfield,,1.55,1.55,0,0
2026-01-03,Will,JHP,N/A,N/A,,1.72,1.72,0,0
2026-01-03,Ausy,VDL,N/A,N/A,,1.72,1.72,0,0
2026-01-03,Fraser,VDL,Win,Motherwell,,2,2,0,1
2026-01-03,Henry,VDL,Win,Hibernian,,1.85,1.85,0,1
2026-01-03,Luke,VDL,N/A,N/A,,1.72,1.72,0,0
2026-01-03,Matteo,VDL,Win,Adelaide,,1.62,1.62,0,0
2026-01-03,Tom,VDL,N/A,N/A,,1.72,1.72,0,0
2026-01-10,Dom,JHP,Win,Como,,1.95,1.95,0,0
2026-01-10,George,JHP,Win,Union Berlin,,2.1,2.1,0,0
2026-01-10,Harry,JHP,Win,Juve Stabia,,1.76,1.76,0,0
2026-01-10,Matt,JHP,Win,Monza,,1.91,1.91,0,0
2026-01-10,Sandy,JHP,BTTS,Spurs,,1.66,1.66,0,1
2026-01-10,Will,JHP,Win,Racing Santander,,1.62,1.62,0,0
2026-01-10,Ausy,VDL,Win,Roma,,1.53,1.53,0,1
2026-01-10,Fraser,VDL,BTTS,Aris Limassol,,1.61,1.61,0,0
2026-01-10,Henry,VDL,Win,Groningen,,1.66,1.66,0,0
2026-01-10,Luke,VDL,Win,Atalanta,,1.57,1.57,0,1
2026-01-10,Matteo,VDL,BTTS,Newcastle,,1.61,1.61,0,1
2026-01-10,Tom,VDL,BTTS,Valencia,,1.8,1.8,0,1
2026-01-17,Dom,JHP,Win,Juventus,,1.5,1.5,0,0
2026-01-17,George,JHP,Win,Stockport,,1.53,1.53,0,1
2026-01-17,Harry,JHP,Win,Arsenal,,1.53,1.53,0,0
2026-01-17,Matt,JHP,BTTS,Hertha Berlin,,1.72,1.72,0,0
2026-01-17,Sandy,JHP,BTTS,Real Betis,,1.53,1.53,0,0
2026-01-17,Will,JHP,BTTS,Wrexham,,1.66,1.66,0,1
2026-01-17,Ausy,VDL,Win,Mansfield,,2.25,2.25,0,1
2026-01-17,Fraser,VDL,BTTS,Leeds,,1.8,1.8,0,0
2026-01-17,Henry,VDL,Win,Tottenham,,1.72,1.72,0,0
2026-01-17,Luke,VDL,Win,Bayern Munich,,1.55,1.55,0,1
2026-01-17,Matteo,VDL,N/A,N/A,,1.62,1.62,0,0
2026-01-17,Tom,VDL,BTTS,Swindon,,1.61,1.61,0,1
2026-01-24,Dom,JHP,Win,Cambridge,,1.75,1.75,0,1
2026-01-24,George,JHP,Win,Salford,,1.72,1.72,0,1
2026-01-24,Harry,JHP,BTTS,Union Berlin,,1.75,1.75,0,0
2026-01-24,Matt,JHP,BTTS,Mainz,,1.61,1.61,0,1
2026-01-24,Sandy,JHP,BTTS,Marseille,,1.53,1.53,0,1
2026-01-24,Will,JHP,BTTS,Wycombe,,1.75,1.75,0,0
2026-01-24,Ausy,VDL,Win,Hull,,2.37,2.37,0,1
2026-01-24,Fraser,VDL,Win,Leicester,,1.9,1.9,0,0
2026-01-24,Henry,VDL,Win,Real Madrid,,2,2,0,1
2026-01-24,Luke,VDL,Win,MK Dons,,1.5,1.5,0,1
2026-01-24,Matteo,VDL,Win,Frosinone,,1.57,1.57,0,1
2026-01-24,Tom,VDL,BTTS,Fulham,,1.61,1.61,0,1
2026-01-31,Dom,JHP,Win,Hoffenheim,,1.8,1.8,0,1
2026-01-31,George,JHP,Win,Cardiff,,1.75,1.75,0,0
2026-01-31,Harry,JHP,Win,Hull,,3,3,0,1
2026-01-31,Matt,JHP,Win,Napoli,,1.72,1.72,0,1
2026-01-31,Sandy,JHP,BTTS,Paris,,1.61,1.61,0,1
2026-01-31,Will,JHP,BTTS,Gillingham,,1.8,1.8,0,1
2026-01-31,Ausy,VDL,Win,Middlesborough,,1.66,1.66,0,1
2026-01-31,Fraser,VDL,BTTS,Leeds,,2,2,0,0
2026-01-31,Henry,VDL,Win,RB Leipzig,,1.55,1.55,0,0
2026-01-31,Luke,VDL,Win,Chelsea,,1.5,1.5,0,1
2026-01-31,Matteo,VDL,Win,Swindon,,1.75,1.75,0,1
2026-01-31,Tom,VDL,BTTS,Oldham,,2.1,2.1,0,0
2026-02-07,Dom,JHP,Win,Real Sociedad,,1.66,1.66,0,1
2026-02-07,George,JHP,Win,Lyon,,1.7,1.7,0,1
2026-02-07,Harry,JHP,Win,Stuttgart,,1.8,1.8,0,0
2026-02-07,Matt,JHP,Win,Estoril,,1.66,1.66,0,0
2026-02-07,Sandy,JHP,BTTS,Bournemouth,,1.53,1.53,0,1
2026-02-07,Will,JHP,Win,Stockport,,1.65,1.65,0,0
2026-02-07,Ausy,VDL,Win,Notts County,,3.1,1.55,1,1
2026-02-07,Fraser,VDL,Win,Lens,,3.5,1.75,1,1
2026-02-07,Henry,VDL,Win,Napoli,,3.9,1.95,1,1
2026-02-07,Luke,VDL,Win,Chelsea,,3.32,1.66,1,1
2026-02-07,Matteo,VDL,Win,Bolton,,3.32,1.66,1,1
2026-02-07,Tom,VDL,BTTS,Fulham,,3.9,1.95,1,1
2026-02-14,Dom,JHP,Win,Como,,1.7,1.7,0,0
2026-02-14,George,JHP,Win,Lens,,1.85,1.85,0,1
2026-02-14,Harry,JHP,BTTS,Marseille,,1.61,1.61,0,1
2026-02-14,Matt,JHP,Win,Norwich,,2.2,2.2,0,1
2026-02-14,Sandy,JHP,Win,Aston Villa,,1.53,1.53,0,1
2026-02-14,Will,JHP,Win,Bayer Leverkusen,,1.5,1.5,0,1
2026-02-14,Ausy,VDL,Win,Cardiff,,1.75,1.75,0,1
2026-02-14,Fraser,VDL,Win,Cambridge,,1.7,1.7,0,1
2026-02-14,Henry,VDL,Win,Hibernian,,1.85,1.85,0,1
2026-02-14,Luke,VDL,Win,St Gallen,,1.69,1.69,0,0
2026-02-14,Matteo,VDL,Win,Palermo,,1.61,1.61,0,1
2026-02-14,Tom,VDL,BTTS,Southampton,,1.66,1.66,0,1
2026-02-21,Dom,JHP,Win,Notts County,,1.7,1.7,0,1
2026-02-21,George,JHP,Win,Real Madrid,,1.7,1.7,0,0
2026-02-21,Harry,JHP,Win,Hoffenheim,,2.05,2.05,0,0
2026-02-21,Matt,JHP,Win,Millwall,,1.83,1.83,0,0
2026-02-21,Sandy,JHP,Win,Lens,,1.65,1.65,0,1
2026-02-21,Will,JHP,Win,Aston Villa,,1.85,1.85,0,0
2026-02-21,Ausy,VDL,Win,Bromley,,1.66,1.66,0,0
2026-02-21,Fraser,VDL,Win,Real Betis,,1.9,1.9,0,0
2026-02-21,Henry,VDL,Win,Schalke,,2.2,2.2,0,1
2026-02-21,Luke,VDL,Win,Stockport,,1.61,1.61,0,1
2026-02-21,Matteo,VDL,Win,Bolton,,1.53,1.53,0,0
2026-02-21,Tom,VDL,BTTS,Huddersfield,,1.7,1.7,0,1
2026-02-28,Dom,JHP,Win,Bayern Munich,,1.6,1.6,0,1
2026-02-28,George,JHP,Win,Schalke,,1.7,1.7,0,0
2026-02-28,Harry,JHP,BTTS,NEC,,1.57,1.57,0,1
2026-02-28,Matt,JHP,BTTS,Newcastle,,1.75,1.75,0,1
2026-02-28,Sandy,JHP,BTTS,Castellon,,1.61,1.61,0,1
2026-02-28,Will,JHP,Win,Coventry,,1.53,1.53,0,1
2026-02-28,Ausy,VDL,Win,Man City,,3.2,1.6,1,1
2026-02-28,Fraser,VDL,Win,Wrexham,,4.6,2.3,1,1
2026-02-28,Henry,VDL,BTTS,Heerenveen,,3,1.5,1,1
2026-02-28,Luke,VDL,Win,Crewe,,4.1,2.05,1,1
2026-02-28,Matteo,VDL,Win,FC Thun,,3.72,1.86,1,1
2026-02-28,Tom,VDL,BTTS,Stevenage,,4,2.0,1,1
2026-03-07,Dom,JHP,Win,Sheff United,,1.75,1.75,0,0
2026-03-07,George,JHP,Win,Hoffenheim,,1.57,1.57,0,1
2026-03-07,Harry,JHP,Win,Braga,,1.75,1.75,0,1
2026-03-07,Matt,JHP,Win,Malaga,,1.9,1.9,0,1
2026-03-07,Sandy,JHP,BTTS,Toulouse,,1.66,1.66,0,0
2026-03-07,Will,JHP,Win,Monza,,2,2,0,1
2026-03-07,Ausy,VDL,Win,Bradford,,1.83,1.83,0,1
2026-03-07,Fraser,VDL,Win,Coventry,,2,2,0,1
2026-03-07,Henry,VDL,Win,Man City,,2.05,2.05,0,1
2026-03-07,Luke,VDL,Win,Dortmund,,1.75,1.75,0,1
2026-03-07,Matteo,VDL,BTTS,Besiktas,,1.5,1.5,0,0
2026-03-07,Tom,VDL,BTTS,Bristol Rovers,,1.66,1.66,0,1
2026-03-14,Dom,JHP,Win,Bayern Munich,,1.55,1.55,0,0
2026-03-14,George,JHP,Win,Millwall,,1.7,1.7,0,0
2026-03-14,Harry,JHP,Win,FC Thun,,1.56,1.56,0,1
2026-03-14,Matt,JHP,Win,Viking FK,,1.61,1.61,0,0
2026-03-14,Sandy,JHP,BTTS,Reading,,1.61,1.61,0,1
2026-03-14,Will,JHP,Win,Racing Santander,,2.2,2.2,0,1
2026-03-14,Ausy,VDL,Win,Bromley,,1.9,1.9,0,1
2026-03-14,Fraser,VDL,Win,Hull,,3.25,3.25,0,0
2026-03-14,Henry,VDL,Win,Man City,,1.66,1.66,0,0
2026-03-14,Luke,VDL,Win,Frankfurt,,1.53,1.53,0,1
2026-03-14,Matteo,VDL,Win,Hearts,,1.7,1.7,0,0
2026-03-14,Tom,VDL,BTTS,Chelsea,,1.5,1.5,0,0
2026-03-21,Dom,JHP,Win,Oldham,,1.65,1.65,0,1
2026-03-21,George,JHP,Win,Leverkusen,,1.57,1.57,0,1
2026-03-21,Harry,JHP,BTTS,Fortuna Sittard,,1.61,1.61,0,1
2026-03-21,Matt,JHP,BTTS,Leyton Orient,,1.75,1.75,0,0
2026-03-21,Sandy,JHP,BTTS,Wolfsburg,,1.57,1.57,0,0
2026-03-21,Will,JHP,BTTS,Wrexham,,1.66,1.66,0,1
2026-03-21,Ausy,VDL,Win,Bromley,,2.1,2.1,0,1
2026-03-21,Fraser,VDL,Win,Racing Santander,,1.79,1.79,0,0
2026-03-21,Henry,VDL,Win,Coventry,,2.15,2.15,0,1
2026-03-21,Luke,VDL,Win,Famalicao,,1.66,1.66,0,1
2026-03-21,Matteo,VDL,Win,FC Thun,,1.81,1.81,0,0
2026-03-21,Tom,VDL,BTTS,Huddersfield,,1.66,1.66,0,1
2026-03-28,Dom,JHP,Win,Horse Racing,,2.5,2.5,0,0
2026-03-28,George,JHP,Win,Football,,1.75,1.75,0,0
2026-03-28,Harry,JHP,Win,Football,,2.9,2.9,0,0
2026-03-28,Matt,JHP,Win,Football,,2.15,2.15,0,0
2026-03-28,Sandy,JHP,Win,Tennis,,1.53,1.53,0,1
2026-03-28,Will,JHP,Win,League of Legends,,1.53,1.53,0,0
2026-03-28,Ausy,VDL,Win,Lacrosse,,1.8,1.8,0,1
2026-03-28,Fraser,VDL,Win,Cricket,,1.5,1.5,0,1
2026-03-28,Henry,VDL,Win,Horse Racing,,1.53,1.53,0,0
2026-03-28,Luke,VDL,Win,Volleyball,,1.53,1.53,0,1
2026-03-28,Matteo,VDL,Win,Ice Hockey,,1.6,1.6,0,0
2026-03-28,Tom,VDL,Win,Nascar,,1.76,1.76,0,0
2026-04-03,Dom,JHP,BTTS,QPR,,1.66,1.66,0,1
2026-04-03,George,JHP,Win,Real Madrid,,1.57,1.57,0,0
2026-04-03,Harry,JHP,BTTS,AZ,,1.66,1.66,0,0
2026-04-03,Matt,JHP,BTTS,Hoffenheim,,1.53,1.53,0,1
2026-04-03,Sandy,JHP,BTTS,Betis,,1.8,1.8,0,0
2026-04-03,Will,JHP,BTTS,Salford,,1.72,1.72,0,1
2026-04-03,Ausy,VDL,Win,Grimsby,,1.55,1.55,0,0
2026-04-03,Fraser,VDL,Win,Blackpool,,2.15,2.15,0,1
2026-04-03,Henry,VDL,Win,Barcelona,,2.2,2.2,0,1
2026-04-03,Luke,VDL,Win,Cambuur,,1.86,1.86,0,0
2026-04-03,Matteo,VDL,Win,Norwich,,1.95,1.95,0,0
2026-04-03,Tom,VDL,BTTS,Newport County,,1.66,1.66,0,0
2026-04-04,Dom,JHP,BTTS,Hull City,,1.66,1.66,0,0
2026-04-04,George,JHP,Win,Cambridge United,,1.57,1.57,0,0
2026-04-04,Harry,JHP,Win,Notts County,,1.53,1.53,0,1
2026-04-04,Matt,JHP,BTTS,Girona,,1.57,1.57,0,0
2026-04-04,Sandy,JHP,BTTS,West Ham,,1.61,1.61,0,1
2026-04-04,Will,JHP,BTTS,Bolton,,1.61,1.61,0,1
2026-04-04,Ausy,VDL,Win,Millwall,,2.15,2.15,0,0
2026-04-04,Fraser,VDL,Win,Ipswich,,1.57,1.57,0,1
2026-04-04,Henry,VDL,Win,Le Havre,,2.6,2.6,0,0
2026-04-04,Luke,VDL,Win,Malmo,,1.56,1.56,0,0
2026-04-04,Matteo,VDL,Win,Hearts,,1.5,1.5,0,0
2026-04-04,Tom,VDL,BTTS,Gillingham,,1.83,1.83,0,0
2026-04-11,Dom,JHP,Win,Salford,,1.61,1.61,0,0
2026-04-11,George,JHP,BTTS,Wolfsburg,,1.5,1.5,0,1
2026-04-11,Harry,JHP,BTTS,Leverkusen,,1.5,1.5,0,0
2026-04-11,Matt,JHP,BTTS,Liverpool,,1.57,1.57,0,0
2026-04-11,Sandy,JHP,Win,Trabzonspor,,2.45,2.45,0,0
2026-04-11,Will,JHP,BTTS,Southampton,,1.72,1.72,0,1
2026-04-11,Ausy,VDL,Win,Middlesbrough,,1.53,1.53,0,0
2026-04-11,Fraser,VDL,BTTS,Oxford,,1.8,1.8,0,0
2026-04-11,Henry,VDL,Win,Brighton,,1.7,1.7,0,1
2026-04-11,Luke,VDL,Win,Utrecht,,1.61,1.61,0,1
2026-04-11,Matteo,VDL,Win,Leipzig,,1.5,1.5,0,1
2026-04-11,Tom,VDL,BTTS,Leicester,,1.66,1.66,0,0
2026-04-18,Dom,JHP,Win,Southampton,,1.83,1.83,0,1
2026-04-18,George,JHP,BTTS,Leverkusen,,1.61,1.61,0,1
2026-04-18,Harry,JHP,BTTS,Lorient ,,1.66,1.66,0,0
2026-04-18,Matt,JHP,BTTS,Tottenham,,1.57,1.57,0,1
2026-04-18,Sandy,JHP,Win,Lille,,1.5,1.5,0,0
2026-04-18,Will,JHP,BTTS,Notts County,,1.72,1.72,0,1
2026-04-18,Ausy,VDL,Win,Bristol Rovers,,2.45,2.45,0,1
2026-04-18,Fraser,VDL,Win,Hull,,2.4,2.4,0,0
2026-04-18,Henry,VDL,Win,Napoli,,1.55,1.55,0,0
2026-04-18,Luke,VDL,BTTS,Mansfield,,1.61,1.61,0,1
2026-04-18,Matteo,VDL,Win,Leeds,,1.6,1.6,0,1
2026-04-18,Tom,VDL,BTTS,Crewe,,1.66,1.66,0,1
2026-04-25,Dom,JHP,BTTS,Norwich,,1.66,1.66,0,1
2026-04-25,George,JHP,BTTS,Cologne,,1.53,1.53,0,1
2026-04-25,Harry,JHP,Win,Ajax,,2.05,2.05,0,1
2026-04-25,Matt,JHP,BTTS,Wolfsburg,,1.53,1.53,0,0
2026-04-25,Sandy,JHP,Win,Lincoln,,1.8,1.8,0,1
2026-04-25,Will,JHP,BTTS,Huddersfield,,1.66,1.66,0,1
2026-04-25,Ausy,VDL,Win,Wigan,,2.2,2.2,0,0
2026-04-25,Fraser,VDL,Win,Lyon,,1.66,1.66,0,1
2026-04-25,Henry,VDL,Win,Monaco,,2.05,2.05,0,1
2026-04-25,Luke,VDL,Win,Palermo,,1.56,1.56,0,0
2026-04-25,Matteo,VDL,Win,Viking FK,,1.72,1.72,0,1
2026-04-25,Tom,VDL,BTTS,Everton,,1.66,1.66,0,1
2026-05-02,Dom,JHP,BTTS,Bolton,,1.5,1.5,0,1
2026-05-02,George,JHP,BTTS,Union Berlin,,1.66,1.66,0,1
2026-05-02,Harry,JHP,Win,FC Utrecht,,1.8,1.8,0,1
2026-05-02,Matt,JHP,Win,Schalke,,1.55,1.55,0,1
2026-05-02,Sandy,JHP,Win,MK Dons,,1.83,1.83,0,0
2026-05-02,Will,JHP,Win,Swindon,,1.57,1.57,0,1
2026-05-02,Ausy,VDL,Win,Salford,,1.9,1.9,0,0
2026-05-02,Fraser,VDL,Win,Eibar,,2,2,0,0
2026-05-02,Henry,VDL,Win,Atalanta,,1.57,1.57,0,0
2026-05-02,Luke,VDL,BTTS,Notts County,,1.72,1.72,0,1
2026-05-02,Matteo,VDL,Win,Lincoln,,1.66,1.66,0,1
2026-05-02,Tom,VDL,BTTS,Wimbledon,,1.66,1.66,0,0
2026-05-09,Dom,JHP,BTTS,Bolton,,1.8,1.8,0,0
2026-05-09,George,JHP,BTTS,Leipzig,,1.8,1.8,0,1
2026-05-09,Harry,JHP,Win,Bayern Munich,,1.65,1.65,0,1
2026-05-09,Matt,JHP,BTTS,Hoffenheim,,1.5,1.5,0,0
2026-05-09,Sandy,JHP,BTTS,Motherwell,,1.7,1.7,0,1
2026-05-09,Will,JHP,BTTS,Real Betis,,1.53,1.53,0,1
2026-05-09,Ausy,VDL,Win,Atletico Madrid,,2.05,2.05,0,0
2026-05-09,Fraser,VDL,BTTS,Stevenage,,1.95,1.95,0,0
2026-05-09,Henry,VDL,Win,Dundee,,1.75,1.75,0,1
2026-05-09,Luke,VDL,Win,Boca Juniors,,1.86,1.86,0,0
2026-05-09,Matteo,VDL,Win,Hammarby,,1.62,1.62,0,1
2026-05-09,Tom,VDL,Win,Man United,,1.85,1.85,0,0
2026-05-16,Dom,JHP,Win,Istanbul Başakşehir,,1.69,1.69,0,1
2026-05-16,George,JHP,BTTS,Leverkusen,,1.57,1.57,0,1
2026-05-16,Harry,JHP,Win,Hoffenheim,,1.7,1.7,0,0
2026-05-16,Matt,JHP,Win,Elfsborg,,1.86,1.86,0,0
2026-05-16,Sandy,JHP,Win,Eibar,,2.4,2.4,0,0
2026-05-16,Will,JHP,BTTS,AD Ceuta,,1.61,1.61,0,1
2026-05-16,Ausy,VDL,Win,Leipzig,,2.4,2.4,0,0
2026-05-16,Fraser,VDL,Win,Almeria,,1.9,1.9,0,0
2026-05-16,Henry,VDL,Win,Dortmund,,1.95,1.95,0,1
2026-05-16,Luke,VDL,Win,Braga,,1.56,1.56,0,0
2026-05-16,Matteo,VDL,Win,MSK Zilina,,1.51,1.51,0,0
2026-05-16,Tom,VDL,BTTS,Chelsea,,1.7,1.7,0,0
2026-05-23,Dom,JHP,Win,Sirius,,1.69,1.69,0,1
2026-05-23,George,JHP,BTTS,Bayern Munich,,1.53,1.53,0,0
2026-05-23,Harry,JHP,Win,Lazio,,1.55,1.55,0,1
2026-05-23,Matt,JHP,Win,Middlesbrough,,1.83,1.83,0,0
2026-05-23,Sandy,JHP,BTTS,Brighton,,1.5,1.5,0,0
2026-05-23,Will,JHP,BTTS,Liverpool,,1.5,1.5,0,1
2026-05-23,Ausy,VDL,Win,Bournemouth,,2.05,2.05,0,0
2026-05-23,Fraser,VDL,Win,West Ham,,1.83,1.83,0,1
2026-05-23,Henry,VDL,Win,Barcelona,,1.85,1.85,0,0
2026-05-23,Luke,VDL,Win,Inter,,2.2,2.2,0,0
2026-05-23,Matteo,VDL,BTTS,Tottenham,,1.66,1.66,0,0
2026-05-23,Tom,VDL,Win,Arsenal,,1.8,1.8,0,1
