date,player,acca_team,method,team,second_team,odds_scored,market_odds,doubled,win
2023-11-04,Dom,JHP,Win,Ipswich,,1.9090909090909092,1.9090909090909092,0,0
2023-11-04,George,JHP,Win,Barcelona,,2.2,2.2,0,1
2023-11-04,Harry,JHP,Win,Palmero,,2.375,2.375,0,0
2023-11-04,Matt,JHP,Win,Hamburg,,1.55,1.55,0,1
2023-11-04,Sandy,JHP,Win,Wolves,,1.95,1.95,0,0
2023-11-04,Will,JHP,Win,Leipzig,,1.65,1.65,0,0
2023-11-04,Ausy,VDL,Win,AC Milan,,1.45,1.45,0,0
2023-11-04,Fraser,VDL,Win,Real Betis,,1.9090909090909092,1.9090909090909092,0,1
2023-11-04,Henry,VDL,Win,Lens,,1.75,1.75,0,0
2023-11-04,Matteo,VDL,Win,Bayer Leverkusen,,1.5,1.5,0,1
2023-11-04,Tom,VDL,Win,West Brom,,1.9090909090909092,1.9090909090909092,0,1
2023-11-11,Dom,JHP,Win,Ipswich,,1.5333333333333332,1.5333333333333332,0,1
2023-11-11,George,JHP,Win,Porto,,1.7272727272727273,1.7272727272727273,0,1
2023-11-11,Harry,JHP,Win,AC Milan,,1.7272727272727273,1.7272727272727273,0,1
2023-11-11,Matt,JHP,Win,CSKA Sofia,,1.5333333333333332,1.5333333333333332,0,0
2023-11-11,Sandy,JHP,Win,Newcastle,,1.8,1.8,0,0
2023-11-11,Will,JHP,Win,Crystal Palace,,2.55,2.55,0,0
2023-11-11,Ausy,VDL,Win,Hull City,,1.8,1.8,0,1
2023-11-11,Fraser,VDL,Win,Portsmouth,,1.7272727272727273,1.7272727272727273,0,0
2023-11-11,Henry,VDL,Win,PSG,,1.55,1.55,0,1
2023-11-11,Matteo,VDL,Win,Real Sociedad,,1.7,1.7,0,1
2023-11-11,Tom,VDL,Win,Wimbledon,,1.85,1.85,0,1
2023-11-25,Dom,JHP,Win,Leicester,,1.6153846153846154,1.6153846153846154,0,1
2023-11-25,George,JHP,Win,Southampton,,1.8333333333333335,1.8333333333333335,0,0
2023-11-25,Harry,JHP,Win,Como,,1.7272727272727273,1.7272727272727273,0,1
2023-11-25,Matt,JHP,Win,Getafe,,1.8,1.8,0,1
2023-11-25,Sandy,JHP,Win,Barcelona,,1.7,1.7,0,0
2023-11-25,Will,JHP,Win,Stockport,,1.65,1.65,0,0
2023-11-25,Ausy,VDL,Win,Sunderland,,2,2,0,0
2023-11-25,Fraser,VDL,Win,Peterborough,,1.5,1.5,0,1
2023-11-25,Henry,VDL,Win,AC Milan,,2.1,2.1,0,1
2023-11-25,Matteo,VDL,Win,Norwich,,1.7,1.7,0,1
2023-11-25,Tom,VDL,Win,West Ham,,2,2,0,1
2023-12-02,Dom,JHP,Win,Southampton,,1.6153846153846154,1.6153846153846154,0,1
2023-12-02,George,JHP,Win,Leeds,,1.6666666666666665,1.6666666666666665,0,1
2023-12-02,Harry,JHP,Win,Venezia,,1.7272727272727273,1.7272727272727273,0,1
2023-12-02,Matt,JHP,Win,Holstein Kiel,,1.8,1.8,0,1
2023-12-02,Sandy,JHP,Win,Brentford,,1.5333333333333332,1.5333333333333332,0,1
2023-12-02,Will,JHP,Win,N/A,,1.95,1.95,0,0
2023-12-02,Ausy,VDL,Win,Genoa,,2.05,2.05,0,0
2023-12-02,Fraser,VDL,Win,Deportes Tolima,,1.85,1.85,0,0
2023-12-02,Henry,VDL,Win,Real Sociedad,,2.2,2.2,0,0
2023-12-02,Matteo,VDL,Win,Stevenage,,1.95,1.95,0,0
2023-12-02,Tom,VDL,Win,Blackburn,,2.5,2.5,0,0
2023-12-08,Dom,JHP,Win,Blackpool,,1.5,1.5,0,1
2023-12-08,George,JHP,Win,Leeds,,1.7272727272727273,1.7272727272727273,0,1
2023-12-08,Harry,JHP,Win,Notts County,,1.75,1.75,0,0
2023-12-08,Matt,JHP,Win,Sporting,,1.6,1.6,0,0
2023-12-08,Sandy,JHP,Win,Wolves,,1.9090909090909092,1.9090909090909092,0,0
2023-12-08,Will,JHP,Win,Hull City,,2.3,2.3,0,0
2023-12-08,Ausy,VDL,Win,Stevenage,,2.05,2.05,0,1
2023-12-08,Fraser,VDL,Win,Real Madrid,,1.7272727272727273,1.7272727272727273,0,0
2023-12-08,Henry,VDL,Win,Lazio,,1.9090909090909092,1.9090909090909092,0,0
2023-12-08,Matteo,VDL,Win,Man United,,1.6,1.6,0,0
2023-12-08,Tom,VDL,Win,Norwich,,1.95,1.95,0,0
2023-12-15,Dom,JHP,Win,Ipswich,,1.53,1.53,0,0
2023-12-15,George,JHP,Win,Everton,,2.2,2.2,0,1
2023-12-15,Harry,JHP,Win,Cremonese,,1.85,1.85,0,0
2023-12-15,Matt,JHP,Win,Caen,,1.75,1.75,0,1
2023-12-15,Sandy,JHP,Win,Oxford United,,1.6153846153846154,1.6153846153846154,0,1
2023-12-15,Will,JHP,Win,Bolton,,1.6666666666666665,1.6666666666666665,0,0
2023-12-15,Ausy,VDL,Win,Hibernian,,2.3,2.3,0,0
2023-12-15,Fraser,VDL,Win,Venezia,,1.75,1.75,0,0
2023-12-15,Henry,VDL,Win,N/A,,1.92,1.92,0,0
2023-12-15,Matteo,VDL,Win,Nice,,2,2,0,0
2023-12-15,Tom,VDL,Win,Stevenage,,1.5714285714285714,1.5714285714285714,0,0
2023-12-22,Dom,JHP,Win,Newcastle,,1.6666666666666665,1.6666666666666665,0,0
2023-12-22,George,JHP,Win,Plymouth,,2.1,2.1,0,0
2023-12-22,Harry,JHP,Win,Venezia,,1.55,1.55,0,0
2023-12-22,Matt,JHP,Win,Sampdoria,,1.6,1.6,0,0
2023-12-22,Sandy,JHP,Win,Wrexham,,1.5,1.5,0,1
2023-12-22,Will,JHP,Win,Bolton,,1.6153846153846154,1.6153846153846154,0,1
2023-12-22,Ausy,VDL,Win,Southampton,,1.8,1.8,0,1
2023-12-22,Fraser,VDL,Win,Fulham,,1.7,1.7,0,0
2023-12-22,Henry,VDL,Win,Juventus,,1.7,1.7,0,1
2023-12-22,Matteo,VDL,Win,Spurs,,1.6666666666666665,1.6666666666666665,0,1
2023-12-22,Tom,VDL,Win,Sunderland,,1.8333333333333335,1.8333333333333335,0,0
2023-12-26,Dom,JHP,Win,Middlesbrough,,1.5333333333333332,1.5333333333333332,0,0
2023-12-26,George,JHP,Win,Cheltenham,,2.2,2.2,0,1
2023-12-26,Harry,JHP,Win,Southampton,,1.5,1.5,0,1
2023-12-26,Matt,JHP,Win,Stevenage,,1.7,1.7,0,1
2023-12-26,Sandy,JHP,Win,Sheffield United,,2.45,2.45,0,0
2023-12-26,Will,JHP,Win,Wrexham,,1.8333333333333335,1.8333333333333335,0,1
2023-12-26,Ausy,VDL,Win,Oxford United,,1.7272727272727273,1.7272727272727273,0,1
2023-12-26,Fraser,VDL,Win,Birmingham,,2.8,2.8,0,0
2023-12-26,Henry,VDL,Win,Aston Villa,,2.75,2.75,0,1
2023-12-26,Matteo,VDL,Win,Bournemouth,,2,2,0,1
2023-12-26,Tom,VDL,Win,Portsmouth,,2.15,2.15,0,0
2023-12-30,Dom,JHP,Win,Wimbledon,,1.5,1.5,0,1
2023-12-30,George,JHP,Win,N/A,,1.9569999999999999,1.9569999999999999,0,0
2023-12-30,Harry,JHP,Win,Inter Milan,,1.6153846153846154,1.6153846153846154,0,0
2023-12-30,Matt,JHP,Win,Hearts,,1.7,1.7,0,0
2023-12-30,Sandy,JHP,Win,AC Milan,,1.53,1.53,0,1
2023-12-30,Will,JHP,Win,Portsmouth,,1.75,1.75,0,0
2023-12-30,Ausy,VDL,Win,Coventry,,1.75,1.75,0,0
2023-12-30,Fraser,VDL,Win,Fiorentina,,2.2,2.2,0,1
2023-12-30,Henry,VDL,Win,Leicester,,1.5714285714285714,1.5714285714285714,0,1
2023-12-30,Matteo,VDL,Win,Preston North End,,2.3,2.3,0,0
2023-12-30,Tom,VDL,Win,N/A,,1.97,1.97,0,0
2024-01-13,Dom,JHP,Win,Dortmund,,1.55,1.55,0,1
2024-01-13,George,JHP,Win,Man City,,1.6666666666666665,1.6666666666666665,0,1
2024-01-13,Harry,JHP,Win,West Brom,,1.8,1.8,0,1
2024-01-13,Matt,JHP,Win,Como,,1.95,1.95,0,1
2024-01-13,Sandy,JHP,Win,Man City,,2.05,2.05,0,1
2024-01-13,Will,JHP,Win,Peterborough,,1.9090909090909092,1.9090909090909092,0,1
2024-01-13,Ausy,VDL,Win,Oxford United,,2.2,2.2,0,1
2024-01-13,Fraser,VDL,Win,Crewe,,1.95,1.95,0,1
2024-01-13,Henry,VDL,Win,Athletic Bilbao,,1.95,1.95,0,1
2024-01-13,Luke,VDL,Win,Grenoble,,1.6666666666666665,1.6666666666666665,0,0
2024-01-13,Matteo,VDL,Win,Northampton,,2.25,2.25,0,0
2024-01-13,Tom,VDL,Win,Lazio,,1.65,1.65,0,1
2024-01-19,Dom,JHP,Win,AC Milan,,1.85,1.85,0,1
2024-01-19,George,JHP,Win,West Brom,,2.55,2.55,0,0
2024-01-19,Harry,JHP,Win,Besiktas,,1.95,1.95,0,0
2024-01-19,Matt,JHP,Win,Derby,,1.7272727272727273,1.7272727272727273,0,0
2024-01-19,Sandy,JHP,Win,Wrexham,,1.85,1.85,0,0
2024-01-19,Will,JHP,Win,Gillingham,,1.8,1.8,0,0
2024-01-19,Ausy,VDL,Win,Portsmouth,,1.75,1.75,0,1
2024-01-19,Fraser,VDL,Win,Young Boys,,1.5,1.5,0,1
2024-01-19,Henry,VDL,Win,Dortmund,,1.7272727272727273,1.7272727272727273,0,1
2024-01-19,Luke,VDL,Win,Frankfurt,,1.9090909090909092,1.9090909090909092,0,1
2024-01-19,Matteo,VDL,Win,Twente,,1.8,1.8,0,0
2024-01-19,Tom,VDL,Win,MK Dons,,1.5,1.5,0,0
2024-01-27,Dom,JHP,Win,Northampton,,1.8,1.8,0,0
2024-01-27,George,JHP,Win,AC Milan,,1.7272727272727273,1.7272727272727273,0,0
2024-01-27,Harry,JHP,Win,Blackpool,,1.7,1.7,0,0
2024-01-27,Matt,JHP,Win,Paderborn,,2.05,2.05,0,0
2024-01-27,Sandy,JHP,Win,Barnsley,,1.6153846153846154,1.6153846153846154,0,0
2024-01-27,Will,JHP,Win,Crewe,,2,2,0,0
2024-01-27,Ausy,VDL,Win,Portsmouth,,2,2,0,1
2024-01-27,Fraser,VDL,Win,Real Sociedad,,1.6666666666666665,1.6666666666666665,0,0
2024-01-27,Henry,VDL,Win,Wolfsburg,,1.8333333333333335,1.8333333333333335,0,0
2024-01-27,Luke,VDL,Win,Bolton,,1.8,1.8,0,1
2024-01-27,Matteo,VDL,Win,Venezia,,1.6153846153846154,1.6153846153846154,0,1
2024-01-27,Tom,VDL,Win,Wycombe,,1.8,1.8,0,0
2024-02-03,Dom,JHP,Win,Leyton Orient,,1.7,1.7,0,1
2024-02-03,George,JHP,Win,Fulham,,2.45,2.45,0,1
2024-02-03,Harry,JHP,Win,Young Boys,,2.1,2.1,0,1
2024-02-03,Matt,JHP,Win,Peterborough,,1.5,1.5,0,0
2024-02-03,Sandy,JHP,Win,Rennes,,1.6153846153846154,1.6153846153846154,0,1
2024-02-03,Will,JHP,Win,Colchester,,2.25,2.25,0,0
2024-02-03,Ausy,VDL,Win,Ipswich,,2,2,0,0
2024-02-03,Fraser,VDL,Win,NEC,,1.65,1.65,0,1
2024-02-03,Henry,VDL,Win,AC Milan,,1.6153846153846154,1.6153846153846154,0,1
2024-02-03,Luke,VDL,Win,Leicester,,1.8333333333333335,1.8333333333333335,0,1
2024-02-03,Matteo,VDL,Win,Accrington Stanley,,2.05,2.05,0,0
2024-02-03,Tom,VDL,Win,Watford,,1.8333333333333335,1.8333333333333335,0,0
2024-02-10,Dom,JHP,Win,Leicester,,1.7,1.7,0,1
2024-02-10,George,JHP,Win,Hull,,1.7272727272727273,1.7272727272727273,0,0
2024-02-10,Harry,JHP,Win,Portsmouth,,1.6153846153846154,1.6153846153846154,0,1
2024-02-10,Matt,JHP,Win,Wrexham,,1.8,1.8,0,0
2024-02-10,Sandy,JHP,Win,Wolves,,2.1,2.1,0,0
2024-02-10,Will,JHP,Win,Bolton,,1.8,1.8,0,0
2024-02-10,Ausy,VDL,Win,Peterborough,,2.2,2.2,0,0
2024-02-10,Fraser,VDL,Win,Crewe,,2,2,0,1
2024-02-10,Henry,VDL,Win,Real Sociedad,,1.85,1.85,0,0
2024-02-10,Luke,VDL,Win,Luton,,1.75,1.75,0,0
2024-02-10,Matteo,VDL,Win,Wigan,,2.1,2.1,0,0
2024-02-10,Tom,VDL,Win,Werder Bremen,,1.8,1.8,0,0
2024-02-17,Dom,JHP,Win,Ipswich,,1.9,1.9,0,1
2024-02-17,George,JHP,Win,Norwich,,1.8,1.8,0,1
2024-02-17,Harry,JHP,Win,Bolton,,1.65,1.65,0,0
2024-02-17,Matt,JHP,Win,Lille,,1.53,1.53,0,1
2024-02-17,Sandy,JHP,Win,Leicester,,1.57,1.57,0,0
2024-02-17,Will,JHP,Win,Stockport,,1.75,1.75,0,0
2024-02-17,Ausy,VDL,Win,Barcelona,,1.85,1.85,0,1
2024-02-17,Fraser,VDL,Win,Newcastle,,1.9,1.9,0,0
2024-02-17,Henry,VDL,Win,Juventus,,1.66,1.66,0,0
2024-02-17,Luke,VDL,Win,Mansfield,,2,2,0,0
2024-02-17,Matteo,VDL,Win,Bristol City,,1.95,1.95,0,0
2024-02-17,Tom,VDL,Win,Portsmouth,,1.57,1.57,0,1
2024-02-24,Dom,JHP,Win,QPR,,1.65,1.65,0,1
2024-02-24,George,JHP,Win,Bayern Munich,,1.66,1.66,0,1
2024-02-24,Harry,JHP,Win,Portsmouth,,1.9,1.9,0,0
2024-02-24,Matt,JHP,Win,Mansfield,,1.57,1.57,0,1
2024-02-24,Sandy,JHP,Win,Aston Villa,,1.53,1.53,0,1
2024-02-24,Will,JHP,Win,Werder Bremen,,1.65,1.65,0,0
2024-02-24,Ausy,VDL,Win,Stevenage,,1.9,1.9,0,1
2024-02-24,Fraser,VDL,Win,Levski Sofia,,1.61,1.61,0,1
2024-02-24,Henry,VDL,Win,Ipswich,,1.55,1.55,0,1
2024-02-24,Luke,VDL,Win,Athletico Madrid,,1.7,1.7,0,0
2024-02-24,Matteo,VDL,Win,MK Dons,,1.66,1.66,0,1
2024-02-24,Tom,VDL,Win,Man United,,1.53,1.53,0,0
2024-03-02,Dom,JHP,Win,Aston Villa,,1.72,1.72,0,1
2024-03-02,George,JHP,Win,Reading,,2.1,2.1,0,1
2024-03-02,Harry,JHP,Win,FC Twente,,1.61,1.61,0,1
2024-03-02,Matt,JHP,Win,Peterborough,,1.5,1.5,0,1
2024-03-02,Sandy,JHP,Win,Bolton,,1.55,1.55,0,1
2024-03-02,Will,JHP,Win,Real Madrid,,1.66,1.66,0,0
2024-03-02,Ausy,VDL,Win,Walsall,,1.95,1.95,0,1
2024-03-02,Fraser,VDL,Win,Portsmouth,,1.72,1.72,0,1
2024-03-02,Henry,VDL,Win,Ipswich,,1.65,1.65,0,1
2024-03-02,Luke,VDL,Win,Stuttgart,,2.15,2.15,0,1
2024-03-02,Matteo,VDL,Win,Roma,,2.1,2.1,0,1
2024-03-02,Tom,VDL,Win,Crewe,,1.9,1.9,0,1
2024-03-09,Dom,JHP,Win,Mansfield,,1.53,1.53,0,1
2024-03-09,George,JHP,Win,Cagliari,,1.83,1.83,0,1
2024-03-09,Harry,JHP,Win,Athletico Madrid,,1.72,1.72,0,0
2024-03-09,Matt,JHP,Win,Charlton,,1.55,1.55,0,1
2024-03-09,Sandy,JHP,Win,Girona,,1.61,1.61,0,1
2024-03-09,Will,JHP,Win,MK Dons,,1.75,1.75,0,1
2024-03-09,Ausy,VDL,Win,Bolton,,1.8,1.8,0,0
2024-03-09,Fraser,VDL,Win,Guimaraes,,1.83,1.83,0,1
2024-03-09,Henry,VDL,Win,Inter,,2.15,2.15,0,1
2024-03-09,Luke,VDL,Win,Walsall,,2.2,2.2,0,0
2024-03-09,Matteo,VDL,Win,Stevenage,,1.61,1.61,0,0
2024-03-09,Tom,VDL,Win,Peterborough,,1.72,1.72,0,1
2024-03-16,Dom,JHP,Win,Ipswich,,1.55,1.55,0,1
2024-03-16,George,JHP,Win,Spurs,,1.95,1.95,0,0
2024-03-16,Harry,JHP,Win,Barnsley,,1.75,1.75,0,0
2024-03-16,Matt,JHP,Win,West Brom,,1.8,1.8,0,1
2024-03-16,Sandy,JHP,Win,Barrow,,1.55,1.55,0,0
2024-03-16,Will,JHP,Win,Lugano,,1.57,1.57,0,1
2024-03-16,Ausy,VDL,Win,Real Madrid,,1.53,1.53,0,1
2024-03-16,Fraser,VDL,Win,Apoel Nicosia,,1.9,1.9,0,0
2024-03-16,Henry,VDL,Win,Lazio,,2.15,2.15,0,1
2024-03-16,Luke,VDL,Win,Hearts,,1.8,1.8,0,0
2024-03-16,Matteo,VDL,Win,Middlesbrough,,1.9,1.9,0,0
2024-03-16,Tom,VDL,Win,Wrexham,,1.53,1.53,0,0
2024-03-29,Dom,JHP,Win,Barrow,,1.85,1.85,0,1
2024-03-29,George,JHP,Win,Derby,,1.83,1.83,0,1
2024-03-29,Harry,JHP,Win,Lincoln,,2.05,2.05,0,1
2024-03-29,Matt,JHP,Win,Wigan,,1.95,1.95,0,0
2024-03-29,Sandy,JHP,Win,Norwich,,1.5,1.5,0,1
2024-03-29,Will,JHP,Win,Leeds,,1.5,1.5,0,0
2024-03-29,Ausy,VDL,Win,Portsmouth,,2.05,2.05,0,1
2024-03-29,Fraser,VDL,Win,Hull,,1.95,1.95,0,0
2024-03-29,Henry,VDL,Win,Ipswich,,1.9,1.9,0,1
2024-03-29,Luke,VDL,Win,Stockport,,1.65,1.65,0,1
2024-03-29,Matteo,VDL,Win,Preston,,1.5,1.5,0,1
2024-03-29,Tom,VDL,Win,Southampton,,1.55,1.55,0,0
2024-03-30,Dom,JHP,Win,Augsburg,,1.75,1.75,0,0
2024-03-30,George,JHP,Win,Genoa,,2,2,0,0
2024-03-30,Harry,JHP,Win,Leganes,,1.57,1.57,0,0
2024-03-30,Matt,JHP,Win,Real Madrid,,1.53,1.53,0,1
2024-03-30,Sandy,JHP,Win,Fulham,,1.66,1.66,0,0
2024-03-30,Will,JHP,Win,Millwall,,1.83,1.83,0,0
2024-03-30,Ausy,VDL,Win,Monaco,,1.61,1.61,0,1
2024-03-30,Fraser,VDL,Win,Man United,,2.25,2.25,0,0
2024-03-30,Henry,VDL,Win,Coventry,,1.5,1.5,0,0
2024-03-30,Luke,VDL,Win,Preston,,2.9,2.9,0,0
2024-03-30,Matteo,VDL,Win,Roma,,1.9,1.9,0,0
2024-03-30,Tom,VDL,Win,Hearts,,2.05,2.05,0,0
2024-04-06,Dom,JHP,Win,Barrow,,1.65,1.65,0,0
2024-04-06,George,JHP,Win,Oxford United,,1.95,1.95,0,1
2024-04-06,Harry,JHP,Win,Lincoln,,2.45,2.45,0,0
2024-04-06,Matt,JHP,Win,Stockport,,1.72,1.72,0,1
2024-04-06,Sandy,JHP,Win,Arsenal,,1.61,1.61,0,1
2024-04-06,Will,JHP,Win,Aston Villa,,1.7,1.7,0,1
2024-04-06,Ausy,VDL,Win,Wrexham,,2,2,0,1
2024-04-06,Fraser,VDL,Win,Middlesbrough,,1.75,1.75,0,1
2024-04-06,Henry,VDL,Win,Dortmund,,2.05,2.05,0,0
2024-04-06,Luke,VDL,Win,MK Dons,,1.7,1.7,0,1
2024-04-06,Matteo,VDL,Win,Bolton,,1.6,1.6,0,1
2024-04-06,Tom,VDL,Win,Southampton,,1.8,1.8,0,0
2024-04-13,Dom,JHP,Win,Doncaster,,1.75,1.75,0,1
2024-04-13,George,JHP,Win,Blackpool,,1.65,1.65,0,1
2024-04-13,Harry,JHP,Win,Lugano,,2.05,2.05,0,1
2024-04-13,Matt,JHP,Win,Hull,,2.05,2.05,0,1
2024-04-13,Sandy,JHP,Win,Derby,,1.5,1.5,0,1
2024-04-13,Will,JHP,Win,Brighton,,2,2,0,0
2024-04-13,Ausy,VDL,Win,Ipswich,,1.75,1.75,0,0
2024-04-13,Fraser,VDL,Win,Sheffield Wednesday,,2.62,2.62,0,0
2024-04-13,Henry,VDL,Win,Bologna,,1.55,1.55,0,0
2024-04-13,Luke,VDL,Win,Real Madrid,,1.75,1.75,0,1
2024-04-13,Matteo,VDL,Win,Lincoln,,1.66,1.66,0,0
2024-04-13,Tom,VDL,Win,Stevenage,,1.53,1.53,0,0
2024-04-20,Dom,JHP,Win,Mansfield,,1.95,1.95,0,1
2024-04-20,George,JHP,Win,Napoli,,1.66,1.66,0,0
2024-04-20,Harry,JHP,Win,Banska Bystrica,,1.9,1.9,0,1
2024-04-20,Matt,JHP,Win,Peterborough,,1.7,1.7,0,1
2024-04-20,Sandy,JHP,Win,Birmingham,,1.61,1.61,0,0
2024-04-20,Will,JHP,Win,Norwich,,1.66,1.66,0,0
2024-04-20,Ausy,VDL,Win,Leyton Orient,,2.1,2.1,0,0
2024-04-20,Fraser,VDL,Win,Doncaster,,2.1,2.1,0,1
2024-04-20,Henry,VDL,Win,Portsmouth,,1.66,1.66,0,0
2024-04-20,Luke,VDL,Win,Derby,,1.55,1.55,0,1
2024-04-20,Matteo,VDL,Win,Venezia,,1.72,1.72,0,1
2024-04-20,Tom,VDL,Win,Wycombe,,2,2,0,1
2024-04-27,Dom,JHP,Win,Lazio,,1.61,1.61,0,1
2024-04-27,George,JHP,Win,MK Dons,,2.1,2.1,0,1
2024-04-27,Harry,JHP,Win,Southampton,,1.72,1.72,0,0
2024-04-27,Matt,JHP,Win,Ipswich,,2.25,2.25,0,0
2024-04-27,Sandy,JHP,Win,Norwich,,1.65,1.65,0,0
2024-04-27,Will,JHP,Win,Crawley,,1.61,1.61,0,1
2024-04-27,Ausy,VDL,Win,West Brom,,2.45,2.45,0,0
2024-04-27,Fraser,VDL,Win,Aston Villa,,2.1,2.1,0,1
2024-04-27,Henry,VDL,Win,Man United,,1.57,1.57,0,0
2024-04-27,Luke,VDL,Win,Blackpool,,2,2,0,0
2024-04-27,Matteo,VDL,Win,Wigan,,2.05,2.05,0,1
2024-04-27,Tom,VDL,Win,Girona,,1.72,1.72,0,1
2024-05-04,Dom,JHP,Win,Leicester,,1.66,1.66,0,0
2024-05-04,George,JHP,Win,Newcastle,,1.95,1.95,0,1
2024-05-04,Harry,JHP,Win,Inter Milan,,1.5,1.5,0,0
2024-05-04,Matt,JHP,Win,Athletico Madrid,,2.15,2.15,0,1
2024-05-04,Sandy,JHP,Win,Notts Forest,,1.61,1.61,0,1
2024-05-04,Will,JHP,Win,Leeds,,1.57,1.57,0,0
2024-05-04,Ausy,VDL,Win,Dortmund,,1.85,1.85,0,1
2024-05-04,Fraser,VDL,Win,Hull,,2,2,0,0
2024-05-04,Henry,VDL,Win,Middlesbrough,,1.7,1.7,0,1
2024-05-04,Luke,VDL,Win,Oxford United,,2.3,2.3,0,1
2024-05-04,Matteo,VDL,Win,Lazio,,1.83,1.83,0,0
2024-05-04,Tom,VDL,Win,Cardiff,,2.2,2.2,0,0
2024-05-11,Dom,JHP,Win,Schalke,,1.85,1.85,0,1
2024-05-11,George,JHP,Win,Napoli,,2.1,2.1,0,0
2024-05-11,Harry,JHP,Win,AIK,,1.65,1.65,0,0
2024-05-11,Matt,JHP,Win,Racing Santander,,1.8,1.8,0,1
2024-05-11,Sandy,JHP,Win,Leverkusen,,1.7,1.7,0,1
2024-05-11,Will,JHP,Win,Lyon,,1.55,1.55,0,1
2024-05-11,Ausy,VDL,Win,Lazio,,1.57,1.57,0,1
2024-05-11,Fraser,VDL,Win,Ludogrets Razgrad,,1.61,1.61,0,1
2024-05-11,Henry,VDL,Win,Freiburg,,1.7,1.7,0,0
2024-05-11,Luke,VDL,Win,Chelsea,,2,2,0,1
2024-05-11,Matteo,VDL,Win,Sturm Graz,,2.5,2.5,0,0
2024-05-11,Tom,VDL,Win,West Ham,,1.8,1.8,0,1
2024-05-19,Dom,JHP,Win,Leganes,,2.1,2.1,0,1
2024-05-19,George,JHP,Win,Crystal Palace,,1.85,1.85,0,1
2024-05-19,Harry,JHP,Win,PSG,,1.57,1.57,0,1
2024-05-19,Matt,JHP,Win,Boavista,,1.61,1.61,0,0
2024-05-19,Sandy,JHP,Win,Brest,,1.85,1.85,0,1
2024-05-19,Will,JHP,Win,Racing Santander,,3.1,3.1,0,1
2024-05-19,Ausy,VDL,Win,Real Madrid,,2,2,0,1
2024-05-19,Fraser,VDL,Win,Draw,,4,4,0,0
2024-05-19,Henry,VDL,Win,Newcastle,,2.2,2.2,0,1
2024-05-19,Luke,VDL,Win,Draw,,3.5,3.5,0,0
2024-05-19,Matteo,VDL,Win,Roma,,1.5,1.5,0,1
2024-05-19,Tom,VDL,Win,Bolton,,1.85,1.85,0,0
2024-08-17,Dom,JHP,Win,Inter Milan,,1.53,1.53,0,0
2024-08-17,George,JHP,Win,Sheffield United,,1.8,1.8,0,1
2024-08-17,Harry,JHP,BTTS,Parma,Fiorentina,1.66,1.66,0,1
2024-08-17,Matt,JHP,BTTS,Lincoln,Barnsley,1.8,1.8,0,1
2024-08-17,Sandy,JHP,Win,Bradford,,1.72,1.72,0,0
2024-08-17,Will,JHP,Win,Mansfield,,1.8,1.8,0,0
2024-08-17,Ausy,VDL,Win,Norwich,,2,2,0,0
2024-08-17,Fraser,VDL,Win,Huddersfield,,1.72,1.72,0,1
2024-08-17,Henry,VDL,Win,Barcelona,,1.72,1.72,0,1
2024-08-17,Luke,VDL,BTTS,West Brom,Leeds,1.8,1.8,0,0
2024-08-17,Matteo,VDL,Win,AC Milan,,1.66,1.66,0,0
2024-08-17,Tom,VDL,Win,Swansea,,1.95,1.95,0,1
2024-08-24,Dom,JHP,Win,QPR,,1.66,1.66,0,0
2024-08-24,George,JHP,Win,Watford,,1.85,1.85,0,1
2024-08-24,Harry,JHP,BTTS,West Ham,Crystal Palace,1.66,1.66,0,0
2024-08-24,Matt,JHP,Win,Bradford,,1.7,1.7,0,1
2024-08-24,Sandy,JHP,BTTS,Aston Villa,Arsenal,1.66,1.66,0,0
2024-08-24,Will,JHP,Win,Chesterfield,,1.6,1.6,0,0
2024-08-24,Ausy,VDL,Win,Mainz,,1.95,1.95,0,0
2024-08-24,Fraser,VDL,Win,Stockport,,1.7,1.7,0,1
2024-08-24,Henry,VDL,Win,Sampdoria,,1.66,1.66,0,0
2024-08-24,Luke,VDL,Win,Barcelona,,1.62,1.62,0,1
2024-08-24,Matteo,VDL,Win,AC Milan,,1.7,1.7,0,0
2024-08-24,Tom,VDL,BTTS,Man United,Brighton,1.5,1.5,0,1
2024-08-31,Dom,JHP,Win,West Brom,,1.8,1.8,0,1
2024-08-31,George,JHP,Win,Bromley,,1.95,1.95,0,0
2024-08-31,Harry,JHP,BTTS,FC Porto,Sporting Lisbon,1.66,1.66,0,0
2024-08-31,Matt,JHP,Win,Bayer Leverkusen,,1.75,1.75,0,1
2024-08-31,Sandy,JHP,Win,Walsall,,1.7,1.7,0,1
2024-08-31,Will,JHP,Win,Huddersfield,,2.37,2.37,0,0
2024-08-31,Ausy,VDL,Win,Coventry,,1.83,1.83,0,0
2024-08-31,Fraser,VDL,Win,Mjallby AIF,,1.53,1.53,0,1
2024-08-31,Henry,VDL,Win,Brentford,,1.72,1.72,0,1
2024-08-31,Luke,VDL,Win,Aberdeen,,1.95,1.95,0,1
2024-08-31,Matteo,VDL,Win,Burnley,,1.8,1.8,0,0
2024-08-31,Tom,VDL,Win,Aston Villa,,1.72,1.72,0,1
2024-09-14,Dom,JHP,Win,Marseille,,1.7,1.7,0,1
2024-09-14,George,JHP,Win,Juventus,,1.7,1.7,0,0
2024-09-14,Harry,JHP,Win,Sunderland,,1.8,1.8,0,0
